RowNum,BlockNum,ItemNum,Condition,Group,Prime,PrimeSoundFile,Pword,Target,TargetSoundFile,Tword,Ptype,Ttype
196,ExpBlock3,F18,Filler,1,房间,w_房间_U.wav,word,落汤鸡,w_落汤鸡_U.wav,word,RR,filler
197,ExpBlock3,F21,Filler,1,汽车,w_汽车_U_2.wav,word,救世主,w_救世主_U_2.wav,word,RR,filler
198,ExpBlock3,F24,Filler,1,书架,w_书架_U.wav,word,单相思,w_单相思_U_3.wav,word,RR,filler
199,ExpBlock3,F27,Filler,1,连环画,w_连环画_U_2.wav,word,碗筷,w_碗筷_U.wav,word,RR,filler
200,ExpBlock3,F30,Filler,1,美人计,w_美人计_U_2.wav,word,马路,w_马路_U_3.wav,word,RR,filler
201,ExpBlock3,F33,Filler,1,出风头,w_出风头_U_2.wav,word,面包,w_面包_U_3.wav,word,RR,filler
202,ExpBlock3,F36,Filler,1,祝酒辞,w_祝酒辞_U_2.wav,word,主意,w_主意_U_2.wav,word,RR,filler
203,ExpBlock3,F39,Filler,1,作弊者,w_作弊者_U.wav,word,预根,nw_预根_U_2.wav,nonword,RN,filler
204,ExpBlock3,F42,Filler,1,搜救者,w_搜救者_U_2.wav,word,障集讯,nw_障集讯_U_2.wav,nonword,RN,filler
205,ExpBlock3,F45,Filler,1,尊者,w_尊者_U.wav,word,昌毛,nw_昌毛_U_2.wav,nonword,RN,filler
206,ExpBlock3,F48,Filler,1,复杂化,w_复杂化_U.wav,word,驱帽,nw_驱帽_U_3.wav,nonword,RN,filler
207,ExpBlock3,F51,Filler,1,老化,w_老化_U_3.wav,word,告动,nw_告动_U_3.wav,nonword,RN,filler
208,ExpBlock3,F54,Filler,1,具像化,w_具像化_U.wav,word,给松罢,nw_给松罢_U.wav,nonword,RN,filler
209,ExpBlock3,F57,Filler,1,科员,w_科员_U_2.wav,word,龟尘,nw_龟尘_U_2.wav,nonword,RN,filler
210,ExpBlock3,F60,Filler,1,检查员,w_检查员_U_3.wav,word,进脑,nw_进脑_U.wav,nonword,RN,filler
211,ExpBlock3,F63,Filler,1,通信员,w_通信员_U_3.wav,word,触胎孤,nw_触胎孤_U_2.wav,nonword,RN,filler
212,ExpBlock3,F66,Filler,1,监管员,w_监管员_U.wav,word,邮进同,nw_邮进同_U_2.wav,nonword,RN,filler
213,ExpBlock3,F69,Filler,1,行家,w_行家_U_3.wav,word,采术,nw_采术_U.wav,nonword,RN,filler
214,ExpBlock3,F72,Filler,1,侦探家,w_侦探家_U.wav,word,制走苏,nw_制走苏_U.wav,nonword,RN,filler
215,ExpBlock3,F75,Filler,1,托拜,nw_托拜_U_2.wav,nonword,舞者,w_舞者_U_2.wav,word,NR,filler
216,ExpBlock3,F78,Filler,1,钢木皮,nw_钢木皮_U.wav,nonword,贤者,w_贤者_U_3.wav,word,NR,filler
217,ExpBlock3,F81,Filler,1,与价灾,nw_与价灾_U.wav,nonword,从业者,w_从业者_U_3.wav,word,NR,filler
218,ExpBlock3,F84,Filler,1,著早,nw_著早_U.wav,nonword,一般化,w_一般化_U_3.wav,word,NR,filler
219,ExpBlock3,F87,Filler,1,乐胜乘,nw_乐胜乘_U.wav,nonword,社会化,w_社会化_U.wav,word,NR,filler
220,ExpBlock3,F90,Filler,1,经产约,nw_经产约_U.wav,nonword,商品化,w_商品化_U.wav,word,NR,filler
221,ExpBlock3,F93,Filler,1,风苦,nw_风苦_U.wav,nonword,飞行员,w_飞行员_U.wav,word,NR,filler
222,ExpBlock3,F96,Filler,1,关圈瓜,nw_关圈瓜_U_3.wav,nonword,裁判员,w_裁判员_U_3.wav,word,NR,filler
223,ExpBlock3,F99,Filler,1,槐境洞,nw_槐境洞_U_2.wav,nonword,宇航员,w_宇航员_U_3.wav,word,NR,filler
224,ExpBlock3,F102,Filler,1,绕封,nw_绕封_U_3.wav,nonword,活动家,w_活动家_U_2.wav,word,NR,filler
225,ExpBlock3,F105,Filler,1,伴过,nw_伴过_U_3.wav,nonword,政治家,w_政治家_U_3.wav,word,NR,filler
226,ExpBlock3,F108,Filler,1,提刚促,nw_提刚促_U_2.wav,nonword,思想家,w_思想家_U_3.wav,word,NR,filler
227,ExpBlock3,F111,Filler,1,充级,nw_充级_U.wav,nonword,因果家,nw_因果家_U_3.wav,nonword,NN,filler
228,ExpBlock3,F114,Filler,1,能普,nw_能普_U_3.wav,nonword,国民家,nw_国民家_U_3.wav,nonword,NN,filler
229,ExpBlock3,F117,Filler,1,碟诱,nw_碟诱_U_3.wav,nonword,灵敏家,nw_灵敏家_U.wav,nonword,NN,filler
230,ExpBlock3,F120,Filler,1,偶然队,nw_偶然队_U.wav,nonword,减包,nw_减包_U.wav,nonword,NN,filler
231,ExpBlock3,F123,Filler,1,时间家,nw_时间家_U.wav,nonword,创点,nw_创点_U_2.wav,nonword,NN,filler
232,ExpBlock3,F126,Filler,1,推动度,nw_推动度_U_3.wav,nonword,卷访,nw_卷访_U_3.wav,nonword,NN,filler
233,ExpBlock3,F129,Filler,1,物计,nw_物计_U_3.wav,nonword,脚索,nw_脚索_U_3.wav,nonword,NN,filler
234,ExpBlock3,F132,Filler,1,建特,nw_建特_U.wav,nonword,艺又,nw_艺又_U.wav,nonword,NN,filler
235,ExpBlock3,F135,Filler,1,装徒,nw_装徒_U.wav,nonword,草走,nw_草走_U.wav,nonword,NN,filler
236,ExpBlock3,F138,Filler,1,意效会,nw_意效会_U_3.wav,nonword,春查利,nw_春查利_U_2.wav,nonword,NN,filler
237,ExpBlock3,F141,Filler,1,整种求,nw_整种求_U_2.wav,nonword,欢敢比,nw_欢敢比_U.wav,nonword,NN,filler
238,ExpBlock3,F144,Filler,1,牌活旧,nw_牌活旧_U.wav,nonword,肴突分,nw_肴突分_U_3.wav,nonword,NN,filler
239,ExpBlock3,F147,Filler,1,打爵,nw_打爵_U_2.wav,nonword,觉皿,nw_觉皿_U_2.wav,nonword,NN,filler
240,ExpBlock3,F150,Filler,1,邀剧,nw_邀剧_U_3.wav,nonword,缴袖,nw_缴袖_U_3.wav,nonword,NN,filler
241,ExpBlock1,F1,Filler,2,现代化,w_现代化_U_3.wav,word,数字,w_数字_U_2.wav,word,RR,filler
242,ExpBlock1,F4,Filler,2,科学化,w_科学化_U_3.wav,word,沙漠,w_沙漠_U_2.wav,word,RR,filler
243,ExpBlock1,F7,Filler,2,规范化,w_规范化_U_3.wav,word,自动,w_自动_U_3.wav,word,RR,filler
244,ExpBlock1,F10,Filler,2,采购员,w_采购员_U.wav,word,评论,w_评论_U_2.wav,word,RR,filler
245,ExpBlock1,F13,Filler,2,乘务员,w_乘务员_U_3.wav,word,保管,w_保管_U.wav,word,RR,filler
246,ExpBlock1,F16,Filler,2,守门员,w_守门员_U_2.wav,word,特派,w_特派_U_2.wav,word,RR,filler
247,ExpBlock1,F19,Filler,2,山洞,w_山洞_U_2.wav,word,恶作剧,w_恶作剧_U_3.wav,word,RR,filler
248,ExpBlock1,F22,Filler,2,学校,w_学校_U.wav,word,里程碑,w_里程碑_U_2.wav,word,RR,filler
249,ExpBlock1,F25,Filler,2,笔墨,w_笔墨_U_2.wav,word,试金石,w_试金石_U.wav,word,RR,filler
250,ExpBlock1,F28,Filler,2,替罪羊,w_替罪羊_U_3.wav,word,广场,w_广场_U_3.wav,word,RR,filler
251,ExpBlock1,F31,Filler,2,门外汉,w_门外汉_U_3.wav,word,电脑,w_电脑_U_3.wav,word,RR,filler
252,ExpBlock1,F34,Filler,2,敲门砖,w_敲门砖_U_3.wav,word,眼镜,w_眼镜_U_3.wav,word,RR,filler
253,ExpBlock1,F37,Filler,2,冒险者,w_冒险者_U_6.wav,word,静欠,nw_静欠_U_2.wav,nonword,RN,filler
254,ExpBlock1,F40,Filler,2,弱者,w_弱者_U_3.wav,word,领威,nw_领威_U_3.wav,nonword,RN,filler
255,ExpBlock1,F43,Filler,2,避难者,w_避难者_U_3.wav,word,香放肱,nw_香放肱_U_2.wav,nonword,RN,filler
256,ExpBlock1,F46,Filler,2,仁者,w_仁者_U_4.wav,word,许硬,nw_许硬_U_3.wav,nonword,RN,filler
257,ExpBlock1,F49,Filler,2,极端化,w_极端化_U.wav,word,骨口,nw_骨口_U_2.wav,nonword,RN,filler
258,ExpBlock1,F52,Filler,2,绿化,w_绿化_U_2.wav,word,麦底斗,nw_麦底斗_U_2.wav,nonword,RN,filler
259,ExpBlock1,F55,Filler,2,沼泽化,w_沼泽化_U_2.wav,word,黄缩愁,nw_黄缩愁_U.wav,nonword,RN,filler
260,ExpBlock1,F58,Filler,2,营员,w_营员_U_2.wav,word,近资,nw_近资_U.wav,nonword,RN,filler
261,ExpBlock1,F61,Filler,2,职员,w_职员_U_3.wav,word,违车,nw_违车_U_2.wav,nonword,RN,filler
262,ExpBlock1,F64,Filler,2,交通员,w_交通员_U.wav,word,适海群,nw_适海群_U_2.wav,nonword,RN,filler
263,ExpBlock1,F67,Filler,2,慈善家,w_慈善家_U_2.wav,word,配饨,nw_配饨_U_5.wav,nonword,RN,filler
264,ExpBlock1,F70,Filler,2,汉学家,w_汉学家_U_3.wav,word,野雇,nw_野雇_U.wav,nonword,RN,filler
265,ExpBlock1,F73,Filler,2,山于,nw_山于_U.wav,nonword,来者,w_来者_U_2.wav,word,NR,filler
266,ExpBlock1,F76,Filler,2,标鼠,nw_标鼠_U_2.wav,nonword,重者,w_重者_U_4.wav,word,NR,filler
267,ExpBlock1,F79,Filler,2,盘拉花,nw_盘拉花_U_3.wav,nonword,轻者,w_轻者_U_2.wav,word,NR,filler
268,ExpBlock1,F82,Filler,2,说领学,nw_说领学_U_3.wav,nonword,编撰者,w_编撰者_U_3.wav,word,NR,filler
269,ExpBlock1,F85,Filler,2,举心,nw_举心_U.wav,nonword,专门化,w_专门化_U.wav,word,NR,filler
270,ExpBlock1,F88,Filler,2,光乡及,nw_光乡及_U_2.wav,nonword,国有化,w_国有化_U.wav,word,NR,filler
271,ExpBlock1,F91,Filler,2,幼大尺,nw_幼大尺_U_2.wav,nonword,市场化,w_市场化_U_3.wav,word,NR,filler
272,ExpBlock1,F94,Filler,2,增良,nw_增良_U_3.wav,nonword,快递员,w_快递员_U_2.wav,word,NR,filler
273,ExpBlock1,F97,Filler,2,页古波,nw_页古波_U_2.wav,nonword,卫生员,w_卫生员_U.wav,word,NR,filler
274,ExpBlock1,F100,Filler,2,峦楠香,nw_峦楠香_U_2.wav,nonword,潜水员,w_潜水员_U_3.wav,word,NR,filler
275,ExpBlock1,F103,Filler,2,松沙,nw_松沙_U_3.wav,nonword,资本家,w_资本家_U_2.wav,word,NR,filler
276,ExpBlock1,F106,Filler,2,仍度祝,nw_仍度祝_U.wav,nonword,收藏家,w_收藏家_U_2.wav,word,NR,filler
277,ExpBlock1,F109,Filler,2,偏量,nw_偏量_U_2.wav,nonword,真实家,nw_真实家_U_2.wav,nonword,NN,filler
278,ExpBlock1,F112,Filler,2,凉平,nw_凉平_U_3.wav,nonword,警惕家,nw_警惕家_U_2.wav,nonword,NN,filler
279,ExpBlock1,F115,Filler,2,士元,nw_士元_U_3.wav,nonword,可靠家,nw_可靠家_U_2.wav,nonword,NN,filler
280,ExpBlock1,F118,Filler,2,重要队,nw_重要队_U_2.wav,nonword,拼狱,nw_拼狱_U.wav,nonword,NN,filler
281,ExpBlock1,F121,Filler,2,人格队,nw_人格队_U.wav,nonword,话其,nw_话其_U_2.wav,nonword,NN,filler
282,ExpBlock1,F124,Filler,2,挥发人,nw_挥发人_U_3.wav,nonword,别监,nw_别监_U_3.wav,nonword,NN,filler
283,ExpBlock1,F127,Filler,2,心鸦,nw_心鸦_U.wav,nonword,耳联,nw_耳联_U_3.wav,nonword,NN,filler
284,ExpBlock1,F130,Filler,2,文戈,nw_文戈_U.wav,nonword,个纹,nw_个纹_U_3.wav,nonword,NN,filler
285,ExpBlock1,F133,Filler,2,薄机,nw_薄机_U_3.wav,nonword,芥贴,nw_芥贴_U_3.wav,nonword,NN,filler
286,ExpBlock1,F136,Filler,2,规拓,nw_规拓_U_3.wav,nonword,获笔,nw_获笔_U_2.wav,nonword,NN,filler
287,ExpBlock1,F139,Filler,2,打此救,nw_打此救_U.wav,nonword,鹅鹏核,nw_鹅鹏核_U.wav,nonword,NN,filler
288,ExpBlock1,F142,Filler,2,处油寂,nw_处油寂_U_3.wav,nonword,建介轶,nw_建介轶_U.wav,nonword,NN,filler
289,ExpBlock1,F145,Filler,2,俗趁把,nw_俗趁把_U_3.wav,nonword,迹越医,nw_迹越医_U_3.wav,nonword,NN,filler
290,ExpBlock1,F148,Filler,2,花当,nw_花当_U_3.wav,nonword,维教,nw_维教_U_3.wav,nonword,NN,filler
291,ExpBlock1,F151,Filler,2,火反,nw_火反_U_2.wav,nonword,罢云,nw_罢云_U_3.wav,nonword,NN,filler
292,ExpBlock2,F2,Filler,2,工业化,w_工业化_U_2.wav,word,城市,w_城市_U_2.wav,word,RR,filler
293,ExpBlock2,F5,Filler,2,概念化,w_概念化_U_3.wav,word,机械,w_机械_U_2.wav,word,RR,filler
294,ExpBlock2,F8,Filler,2,大众化,w_大众化_U_2.wav,word,特殊,w_特殊_U_3.wav,word,RR,filler
295,ExpBlock2,F11,Filler,2,护林员,w_护林员_U_2.wav,word,营业,w_营业_U_3.wav,word,RR,filler
296,ExpBlock2,F14,Filler,2,运动员,w_运动员_U_2.wav,word,技术,w_技术_U_3.wav,word,RR,filler
297,ExpBlock2,F17,Filler,2,风景,w_风景_U_2.wav,word,大本营,w_大本营_U_2.wav,word,RR,filler
298,ExpBlock2,F20,Filler,2,心情,w_心情_U.wav,word,迷魂阵,w_迷魂阵_U_3.wav,word,RR,filler
299,ExpBlock2,F23,Filler,2,油菜,w_油菜_U_3.wav,word,绊脚石,w_绊脚石_U_2.wav,word,RR,filler
300,ExpBlock2,F26,Filler,2,电影,w_电影_U_3.wav,word,马后炮,w_马后炮_U_2.wav,word,RR,filler
301,ExpBlock2,F29,Filler,2,口头禅,w_口头禅_U_2.wav,word,方式,w_方式_U.wav,word,RR,filler
302,ExpBlock2,F32,Filler,2,闭门羹,w_闭门羹_U.wav,word,村庄,w_村庄_U_3.wav,word,RR,filler
303,ExpBlock2,F35,Filler,2,安乐窝,w_安乐窝_U_2.wav,word,被子,w_被子_U.wav,word,RR,filler
304,ExpBlock2,F38,Filler,2,购房者,w_购房者_U_3.wav,word,顿域,nw_顿域_U_2.wav,nonword,RN,filler
305,ExpBlock2,F41,Filler,2,施暴者,w_施暴者_U.wav,word,令次楚,nw_令次楚_U_2.wav,nonword,RN,filler
306,ExpBlock2,F44,Filler,2,编者,w_编者_U_2.wav,word,短微,nw_短微_U_3.wav,nonword,RN,filler
307,ExpBlock2,F47,Filler,2,简单化,w_简单化_U_2.wav,word,驯泽,nw_驯泽_U_2.wav,nonword,RN,filler
308,ExpBlock2,F50,Filler,2,公式化,w_公式化_U_3.wav,word,高士,nw_高士_U.wav,nonword,RN,filler
309,ExpBlock2,F53,Filler,2,通俗化,w_通俗化_U.wav,word,麻候劝,nw_麻侯劝_U.wav,nonword,RN,filler
310,ExpBlock2,F56,Filler,2,污名化,w_污名化_U_2.wav,word,鼓质澈,nw_鼓质澈_U_2.wav,nonword,RN,filler
311,ExpBlock2,F59,Filler,2,团员,w_团员_U_2.wav,word,返系,nw_返系_U_2.wav,nonword,RN,filler
312,ExpBlock2,F62,Filler,2,战斗员,w_战斗员_U_2.wav,word,连局增,nw_连局增_U.wav,nonword,RN,filler
313,ExpBlock2,F65,Filler,2,委员,w_委员_U.wav,word,逐丽迂,nw_逐丽迂_U.wav,nonword,RN,filler
314,ExpBlock2,F68,Filler,2,赢家,w_赢家_U_3.wav,word,停心,nw_停心_U_2.wav,nonword,RN,filler
315,ExpBlock2,F71,Filler,2,歌唱家,w_歌唱家_U_2.wav,word,铅送栀,nw_铅送栀_U.wav,nonword,RN,filler
316,ExpBlock2,F74,Filler,2,明鲜,nw_明鲜_U_2.wav,nonword,儒者,w_儒者_U_3.wav,word,NR,filler
317,ExpBlock2,F77,Filler,2,结所护,nw_结所护_U_3.wav,nonword,死者,w_死者_U_2.wav,word,NR,filler
318,ExpBlock2,F80,Filler,2,屉万计,nw_屉万计_U_3.wav,nonword,初学者,w_初学者_U_2.wav,word,NR,filler
319,ExpBlock2,F83,Filler,2,中似,nw_中似_U_2.wav,nonword,年轻化,w_年轻化_U_2.wav,word,NR,filler
320,ExpBlock2,F86,Filler,2,乃界,nw_乃界_U.wav,nonword,扩大化,w_扩大化_U_3.wav,word,NR,filler
321,ExpBlock2,F89,Filler,2,书有亏,nw_书有亏_U_2.wav,nonword,系列化,w_系列化_U_3.wav,word,NR,filler
322,ExpBlock2,F92,Filler,2,扇屏,nw_扇屏_U_2.wav,nonword,侦察员,w_侦察员_U_3.wav,word,NR,filler
323,ExpBlock2,F95,Filler,2,频足,nw_频足_U.wav,nonword,通讯员,w_通讯员_U_3.wav,word,NR,filler
324,ExpBlock2,F98,Filler,2,海干枝,nw_海干枝_U_2.wav,nonword,播音员,w_播音员_U_2.wav,word,NR,filler
325,ExpBlock2,F101,Filler,2,枪青,nw_枪青_U_2.wav,nonword,社会家,w_社会家_U_3.wav,word,NR,filler
326,ExpBlock2,F104,Filler,2,亲架,nw_亲架_U_2.wav,nonword,金融家,w_金融家_U_3.wav,word,NR,filler
327,ExpBlock2,F107,Filler,2,业看镇,nw_业看镇_U_2.wav,nonword,剧作家,w_剧作家_U_2.wav,word,NR,filler
328,ExpBlock2,F110,Filler,2,催盔,nw_催盔_U_2.wav,nonword,积极家,nw_积极家_U_3.wav,nonword,NN,filler
329,ExpBlock2,F113,Filler,2,公上,nw_公上_U.wav,nonword,典型家,nw_典型家_U_3.wav,nonword,NN,filler
330,ExpBlock2,F116,Filler,2,簇格,nw_簇格_U_3.wav,nonword,清晰人,nw_清晰人_U.wav,nonword,NN,filler
331,ExpBlock2,F119,Filler,2,放射队,nw_放射队_U_2.wav,nonword,假区,nw_假区_U_2.wav,nonword,NN,filler
332,ExpBlock2,F122,Filler,2,现实率,nw_现实率_U_2.wav,nonword,利片,nw_利片_U.wav,nonword,NN,filler
333,ExpBlock2,F125,Filler,2,目光性,nw_目光性_U.wav,nonword,神展,nw_神展_U_2.wav,nonword,NN,filler
334,ExpBlock2,F128,Filler,2,牧结,nw_牧结_U_3.wav,nonword,股践,nw_股践_U_3.wav,nonword,NN,filler
335,ExpBlock2,F131,Filler,2,寺告,nw_寺告_U_2.wav,nonword,宝自,nw_宝自_U_3.wav,nonword,NN,filler
336,ExpBlock2,F134,Filler,2,衣动,nw_衣动_U_3.wav,nonword,苏丑,nw_苏丑_U_2.wav,nonword,NN,filler
337,ExpBlock2,F137,Filler,2,摇藏攻,nw_摇藏攻_U_3.wav,nonword,极面果,nw_极面果_U_3.wav,nonword,NN,filler
338,ExpBlock2,F140,Filler,2,色散敲,nw_色散敲_U_2.wav,nonword,陪格包,nw_陪格包_U_3.wav,nonword,NN,filler
339,ExpBlock2,F143,Filler,2,治率沿,nw_治率沿_U_3.wav,nonword,稍四真,nw_稍四真_U_2.wav,nonword,NN,filler
340,ExpBlock2,F146,Filler,2,推厂,nw_推厂_U_3.wav,nonword,刺亩,nw_刺亩_U_2.wav,nonword,NN,filler
341,ExpBlock2,F149,Filler,2,滑晓,nw_滑晓_U_2.wav,nonword,缔人,nw_缔人_U.wav,nonword,NN,filler
342,ExpBlock2,F152,Filler,2,烦谱,nw_烦谱_U.wav,nonword,考益,nw_考益_U_2.wav,nonword,NN,filler
343,ExpBlock3,F3,Filler,2,全球化,w_全球化_U.wav,word,信息,w_信息_U_2.wav,word,RR,filler
344,ExpBlock3,F6,Filler,2,标准化,w_标准化_U_3.wav,word,透明,w_透明_U_2.wav,word,RR,filler
345,ExpBlock3,F9,Filler,2,多元化,w_多元化_U.wav,word,妖魔,w_妖魔_U_3.wav,word,RR,filler
346,ExpBlock3,F12,Filler,2,辅导员,w_辅导员_U_2.wav,word,办事,w_办事_U_3.wav,word,RR,filler
347,ExpBlock3,F15,Filler,2,列车员,w_列车员_U.wav,word,机要,w_机要_U.wav,word,RR,filler
348,ExpBlock3,F18,Filler,2,房间,w_房间_U.wav,word,落汤鸡,w_落汤鸡_U.wav,word,RR,filler
349,ExpBlock3,F21,Filler,2,汽车,w_汽车_U_2.wav,word,救世主,w_救世主_U_2.wav,word,RR,filler
350,ExpBlock3,F24,Filler,2,书架,w_书架_U.wav,word,单相思,w_单相思_U_3.wav,word,RR,filler
351,ExpBlock3,F27,Filler,2,连环画,w_连环画_U_2.wav,word,碗筷,w_碗筷_U.wav,word,RR,filler
352,ExpBlock3,F30,Filler,2,美人计,w_美人计_U_2.wav,word,马路,w_马路_U_3.wav,word,RR,filler
353,ExpBlock3,F33,Filler,2,出风头,w_出风头_U_2.wav,word,面包,w_面包_U_3.wav,word,RR,filler
354,ExpBlock3,F36,Filler,2,祝酒辞,w_祝酒辞_U_2.wav,word,主意,w_主意_U_2.wav,word,RR,filler
355,ExpBlock3,F39,Filler,2,作弊者,w_作弊者_U.wav,word,预根,nw_预根_U_2.wav,nonword,RN,filler
356,ExpBlock3,F42,Filler,2,搜救者,w_搜救者_U_2.wav,word,障集讯,nw_障集讯_U_2.wav,nonword,RN,filler
357,ExpBlock3,F45,Filler,2,尊者,w_尊者_U.wav,word,昌毛,nw_昌毛_U_2.wav,nonword,RN,filler
358,ExpBlock3,F48,Filler,2,复杂化,w_复杂化_U.wav,word,驱帽,nw_驱帽_U_3.wav,nonword,RN,filler
359,ExpBlock3,F51,Filler,2,老化,w_老化_U_3.wav,word,告动,nw_告动_U_3.wav,nonword,RN,filler
360,ExpBlock3,F54,Filler,2,具像化,w_具像化_U.wav,word,给松罢,nw_给松罢_U.wav,nonword,RN,filler
361,ExpBlock3,F57,Filler,2,科员,w_科员_U_2.wav,word,龟尘,nw_龟尘_U_2.wav,nonword,RN,filler
362,ExpBlock3,F60,Filler,2,检查员,w_检查员_U_3.wav,word,进脑,nw_进脑_U.wav,nonword,RN,filler
363,ExpBlock3,F63,Filler,2,通信员,w_通信员_U_3.wav,word,触胎孤,nw_触胎孤_U_2.wav,nonword,RN,filler
364,ExpBlock3,F66,Filler,2,监管员,w_监管员_U.wav,word,邮进同,nw_邮进同_U_2.wav,nonword,RN,filler
365,ExpBlock3,F69,Filler,2,行家,w_行家_U_3.wav,word,采术,nw_采术_U.wav,nonword,RN,filler
366,ExpBlock3,F72,Filler,2,侦探家,w_侦探家_U.wav,word,制走苏,nw_制走苏_U.wav,nonword,RN,filler
367,ExpBlock3,F75,Filler,2,托拜,nw_托拜_U_2.wav,nonword,舞者,w_舞者_U_2.wav,word,NR,filler
368,ExpBlock3,F78,Filler,2,钢木皮,nw_钢木皮_U.wav,nonword,贤者,w_贤者_U_3.wav,word,NR,filler
369,ExpBlock3,F81,Filler,2,与价灾,nw_与价灾_U.wav,nonword,从业者,w_从业者_U_3.wav,word,NR,filler
370,ExpBlock3,F84,Filler,2,著早,nw_著早_U.wav,nonword,一般化,w_一般化_U_3.wav,word,NR,filler
371,ExpBlock3,F87,Filler,2,乐胜乘,nw_乐胜乘_U.wav,nonword,社会化,w_社会化_U.wav,word,NR,filler
372,ExpBlock3,F90,Filler,2,经产约,nw_经产约_U.wav,nonword,商品化,w_商品化_U.wav,word,NR,filler
373,ExpBlock3,F93,Filler,2,风苦,nw_风苦_U.wav,nonword,飞行员,w_飞行员_U.wav,word,NR,filler
374,ExpBlock3,F96,Filler,2,关圈瓜,nw_关圈瓜_U_3.wav,nonword,裁判员,w_裁判员_U_3.wav,word,NR,filler
375,ExpBlock3,F99,Filler,2,槐境洞,nw_槐境洞_U_2.wav,nonword,宇航员,w_宇航员_U_3.wav,word,NR,filler
376,ExpBlock3,F102,Filler,2,绕封,nw_绕封_U_3.wav,nonword,活动家,w_活动家_U_2.wav,word,NR,filler
377,ExpBlock3,F105,Filler,2,伴过,nw_伴过_U_3.wav,nonword,政治家,w_政治家_U_3.wav,word,NR,filler
378,ExpBlock3,F108,Filler,2,提刚促,nw_提刚促_U_2.wav,nonword,思想家,w_思想家_U_3.wav,word,NR,filler
379,ExpBlock3,F111,Filler,2,充级,nw_充级_U.wav,nonword,因果家,nw_因果家_U_3.wav,nonword,NN,filler
380,ExpBlock3,F114,Filler,2,能普,nw_能普_U_3.wav,nonword,国民家,nw_国民家_U_3.wav,nonword,NN,filler
381,ExpBlock3,F117,Filler,2,碟诱,nw_碟诱_U_3.wav,nonword,灵敏家,nw_灵敏家_U.wav,nonword,NN,filler
382,ExpBlock3,F120,Filler,2,偶然队,nw_偶然队_U.wav,nonword,减包,nw_减包_U.wav,nonword,NN,filler
383,ExpBlock3,F123,Filler,2,时间家,nw_时间家_U.wav,nonword,创点,nw_创点_U_2.wav,nonword,NN,filler
384,ExpBlock3,F126,Filler,2,推动度,nw_推动度_U_3.wav,nonword,卷访,nw_卷访_U_3.wav,nonword,NN,filler
385,ExpBlock3,F129,Filler,2,物计,nw_物计_U_3.wav,nonword,脚索,nw_脚索_U_3.wav,nonword,NN,filler
386,ExpBlock3,F132,Filler,2,建特,nw_建特_U.wav,nonword,艺又,nw_艺又_U.wav,nonword,NN,filler
387,ExpBlock3,F135,Filler,2,装徒,nw_装徒_U.wav,nonword,草走,nw_草走_U.wav,nonword,NN,filler
388,ExpBlock3,F138,Filler,2,意效会,nw_意效会_U_3.wav,nonword,春查利,nw_春查利_U_2.wav,nonword,NN,filler
389,ExpBlock3,F141,Filler,2,整种求,nw_整种求_U_2.wav,nonword,欢敢比,nw_欢敢比_U.wav,nonword,NN,filler
390,ExpBlock3,F144,Filler,2,牌活旧,nw_牌活旧_U.wav,nonword,肴突分,nw_肴突分_U_3.wav,nonword,NN,filler
391,ExpBlock3,F147,Filler,2,打爵,nw_打爵_U_2.wav,nonword,觉皿,nw_觉皿_U_2.wav,nonword,NN,filler
392,ExpBlock3,F150,Filler,2,邀剧,nw_邀剧_U_3.wav,nonword,缴袖,nw_缴袖_U_3.wav,nonword,NN,filler